"Time","Storage Tank 1 Outlet"
"2019-05-07 02:14:58",140.1
"2019-05-07 02:29:54",140.2
"2019-05-07 02:44:38",140.1
"2019-05-07 02:59:41",139.9
"2019-05-07 03:14:31",138.7
"2019-05-07 03:29:08",139.5
"2019-05-07 03:44:00",140.3
"2019-05-07 03:58:51",140.3
"2019-05-07 04:13:41",140.1
"2019-05-07 04:28:30",139.5
"2019-05-07 04:43:22",138.4
"2019-05-07 04:58:15",140.2
"2019-05-07 05:13:07",140.3
"2019-05-07 05:27:57",140
"2019-05-07 05:42:48",138.3
"2019-05-07 05:57:39",139.2
"2019-05-07 06:12:29",139.5
"2019-05-07 06:27:18",139
"2019-05-07 06:42:11",136.5
"2019-05-07 06:56:56",135.1
"2019-05-07 07:11:47",135.6
"2019-05-07 07:26:37",135.4
"2019-05-07 07:41:26",134.6
"2019-05-07 07:56:17",134.8
"2019-05-07 08:11:06",134.6
"2019-05-07 08:25:58",136.5
"2019-05-07 08:40:48",138.9
"2019-05-07 08:55:38",140.1
"2019-05-07 09:10:30",140.1
"2019-05-07 09:25:20",140.1
"2019-05-07 09:40:11",140
"2019-05-07 09:55:00",140.3
"2019-05-07 10:09:50",139.7
"2019-05-07 10:24:41",139
"2019-05-07 10:39:32",139.8
"2019-05-07 10:54:20",138.9
"2019-05-07 11:09:12",137.7
"2019-05-07 11:22:00",138.9
"2019-05-07 11:36:53",139.4
"2019-05-07 11:51:44",137.5
"2019-05-07 12:06:37",136.5
"2019-05-07 12:18:21",138.7
"2019-05-07 12:33:09",139.5
"2019-05-07 12:48:00",138.7
"2019-05-07 13:02:52",138.4
"2019-05-07 13:17:41",138.4
"2019-05-07 13:32:31",139.9
"2019-05-07 13:47:20",139.8
"2019-05-07 14:02:10",139.5
"2019-05-07 14:17:02",139.1
"2019-05-07 14:31:53",140
"2019-05-07 14:46:42",139.1
"2019-05-07 15:01:32",137.7
"2019-05-07 15:16:26",136.8
"2019-05-07 15:31:14",138.4
"2019-05-07 15:46:03",140.1
"2019-05-07 16:00:54",140.1
"2019-05-07 16:36:30",140
"2019-05-07 16:51:18",139.8
"2019-05-07 17:06:10",139.6
"2019-05-07 17:21:09",139.3
"2019-05-07 17:59:38",138
"2019-05-07 18:14:26",136.6
"2019-05-07 19:18:15",138.2
"2019-05-07 19:50:53",139.7
"2019-05-07 20:05:42",139.2
"2019-05-07 20:20:34",139.3
"2019-05-07 20:35:24",140.3
"2019-05-07 20:50:18",140.1
"2019-05-07 21:05:04",139.9
"2019-05-07 21:43:43",139.8
"2019-05-07 21:58:31",140.1
"2019-05-07 22:13:22",139.5
"2019-05-07 22:57:55",139.8
"2019-05-07 23:31:44",140
"2019-05-07 23:46:35",140
"2019-05-08 00:01:29",139.8
"2019-05-08 00:16:18",139.5
"2019-05-08 00:31:10",139.8
"2019-05-08 00:46:00",139.8
"2019-05-08 01:00:51",139.8
"2019-05-08 01:15:40",139.4
"2019-05-08 01:30:34",139.8
"2019-05-08 01:45:24",139.9
"2019-05-08 02:00:14",139.7
"2019-05-08 02:15:08",139.6
"2019-05-08 02:29:53",139.3
"2019-05-08 02:44:43",139.6
"2019-05-08 02:59:32",139.9
"2019-05-08 03:14:23",139.7
"2019-05-08 03:29:15",139.6
"2019-05-08 03:44:02",139.1
"2019-05-08 03:58:51",139.8
"2019-05-08 04:13:42",139.8
"2019-05-08 04:28:31",140
"2019-05-08 04:43:24",139.8
"2019-05-08 04:58:16",139.6
"2019-05-08 05:13:03",139.9
"2019-05-08 05:27:52",139.8
"2019-05-08 05:42:39",139.4
"2019-05-08 05:57:31",136.4
"2019-05-08 06:12:21",135.6
"2019-05-08 06:27:09",134.7
"2019-05-08 06:42:01",134.7
"2019-05-08 06:56:51",134.8
"2019-05-08 07:11:43",134.1
"2019-05-08 07:26:34",134.6
"2019-05-08 07:41:23",134.5
"2019-05-08 07:56:11",134.2
"2019-05-08 08:11:00",134
"2019-05-08 08:25:54",133.9
"2019-05-08 08:58:25",135.2
"2019-05-08 09:13:15",137.4
"2019-05-08 09:28:04",139.3
"2019-05-08 10:12:35",138.8
"2019-05-08 10:57:07",138.7
"2019-05-08 11:11:58",139.3
"2019-05-08 11:26:47",139.2
"2019-05-08 11:41:37",139.1
"2019-05-08 11:56:26",138.4
"2019-05-08 12:11:16",139.6
"2019-05-08 12:26:06",139.7
"2019-05-08 12:40:57",139.6
"2019-05-08 12:55:17",138.6
"2019-05-08 13:10:09",138.9
"2019-05-08 13:25:02",139.6
"2019-05-08 13:39:52",139.7
"2019-05-08 13:54:40",139.5
"2019-05-08 14:09:34",138.8
"2019-05-08 14:24:23",139.3
"2019-05-08 14:39:13",139.8
"2019-05-08 14:54:03",139.8
"2019-05-08 15:08:52",139.7
"2019-05-08 15:23:42",139.4
"2019-05-08 15:38:32",139.8
"2019-05-08 15:53:22",139.7
"2019-05-08 16:08:15",139.5
"2019-05-08 16:40:54",138.3
"2019-05-08 16:55:47",136.7
"2019-05-08 17:10:36",136.3
"2019-05-08 17:25:26",138.3
"2019-05-08 17:40:15",139.9
"2019-05-08 17:55:05",140
"2019-05-08 18:32:57",138.9
"2019-05-08 18:47:48",139.4
"2019-05-08 19:02:40",138.8
"2019-05-08 19:17:31",138.4
"2019-05-08 19:32:21",138.5
"2019-05-08 19:47:10",138.6
"2019-05-08 20:02:01",138.4
"2019-05-08 20:16:57",139.1
"2019-05-08 20:31:45",139.4
"2019-05-08 20:46:36",139.1
"2019-05-08 20:58:52",137.6
"2019-05-08 21:13:42",137.1
"2019-05-08 21:28:33",138.9
"2019-05-08 21:43:26",139.1
"2019-05-08 21:58:20",138.9
"2019-05-08 22:11:34",137.9
"2019-05-08 22:26:25",137.1
"2019-05-08 22:41:16",138.2
"2019-05-08 22:56:05",139.4
"2019-05-08 23:10:54",139.4
"2019-05-08 23:25:46",139.1
"2019-05-08 23:38:45",137.6
"2019-05-08 23:53:37",138.1
"2019-05-09 00:08:28",139.5
"2019-05-09 00:23:20",139.6
"2019-05-09 00:38:11",139.5
"2019-05-09 00:53:03",139.1
"2019-05-09 01:07:38",137.7
"2019-05-09 01:22:29",140.2
"2019-05-09 01:37:21",140.5
"2019-05-09 01:52:09",140.4
"2019-05-09 02:06:58",140.3
"2019-05-09 02:21:46",139.6
"2019-05-09 02:36:36",138.9
"2019-05-09 02:51:26",140.3
"2019-05-09 03:06:17",140.4
"2019-05-09 03:21:07",140.3
"2019-05-09 03:35:59",140
"2019-05-09 03:50:50",139.1
"2019-05-09 04:05:42",139.5
"2019-05-09 04:20:34",140.5
"2019-05-09 04:35:24",140.4
"2019-05-09 04:50:14",140.2
"2019-05-09 05:05:03",138.9
"2019-05-09 05:19:56",137.9
"2019-05-09 05:34:43",137.9
"2019-05-09 05:49:33",137.8
"2019-05-09 06:04:23",137.6
"2019-05-09 06:19:11",137
"2019-05-09 06:34:01",135.8
"2019-05-09 06:48:52",135.5
"2019-05-09 07:03:41",135.3
"2019-05-09 07:18:32",135.2
"2019-05-09 08:00:02",135.6
"2019-05-09 08:14:50",135
"2019-05-09 08:29:42",135
"2019-05-09 08:44:32",135.9
"2019-05-09 08:59:25",137.7
"2019-05-09 09:14:19",139.8
"2019-05-09 09:29:08",139.9
"2019-05-09 09:43:57",139.7
"2019-05-09 09:58:47",140.3
"2019-05-09 10:13:36",139.7
"2019-05-09 10:28:27",137
"2019-05-09 10:41:14",137.3
"2019-05-09 10:56:04",139.9
"2019-05-09 11:10:55",140.4
"2019-05-09 11:25:44",140.4
"2019-05-09 11:40:34",140.3
"2019-05-09 11:55:28",139.7
"2019-05-09 12:10:12",137.7
"2019-05-09 12:25:04",136.9
"2019-05-09 12:39:53",139.3
"2019-05-09 12:54:40",140
"2019-05-09 13:09:31",139.8
"2019-05-09 13:24:23",139.7
"2019-05-09 13:39:14",139.8
"2019-05-09 13:54:04",139.8
"2019-05-09 14:08:52",139.3
"2019-05-09 14:23:43",139.2
"2019-05-09 14:38:32",139.4
"2019-05-09 14:53:23",140
"2019-05-09 15:08:14",139.5
"2019-05-09 15:23:04",138.8
"2019-05-09 15:38:03",139.4
"2019-05-09 15:52:50",139.7
"2019-05-09 16:07:35",138.6
"2019-05-09 16:22:29",137.9
"2019-05-09 16:35:37",139.3
"2019-05-09 16:59:22",139.7
"2019-05-09 17:14:13",138.5
"2019-05-09 17:28:12",139.1
"2019-05-09 17:43:03",139.1
"2019-05-09 17:57:53",138
"2019-05-09 18:12:40",137.6
"2019-05-09 18:27:29",138.4
"2019-05-09 18:42:18",140
"2019-05-09 18:57:07",139.6
"2019-05-09 19:32:41",138.8
"2019-05-09 19:47:28",139.8
"2019-05-09 20:02:19",139.8
"2019-05-09 20:17:09",139.8
"2019-05-09 20:31:58",138.9
"2019-05-09 20:46:51",139.7
"2019-05-09 21:01:43",139.8
"2019-05-09 21:16:34",139.7
"2019-05-09 21:31:26",139.4
"2019-05-09 21:46:16",136.7
"2019-05-09 22:17:09",136.4
"2019-05-09 22:32:01",138.7
"2019-05-09 22:46:52",138.9
"2019-05-09 23:01:42",139.8
"2019-05-09 23:16:33",139.7
"2019-05-09 23:31:23",139.7
"2019-05-09 23:46:17",139.8
"2019-05-10 00:24:50",138.7
"2019-05-10 00:39:44",138.3
"2019-05-10 00:54:29",138.2
"2019-05-10 01:09:21",139.8
"2019-05-10 01:24:15",139.8
"2019-05-10 01:39:01",139.7
"2019-05-10 01:53:50",139.3
"2019-05-10 02:08:46",139.8
"2019-05-10 02:23:31",139.8
"2019-05-10 02:38:32",139.8
"2019-05-10 02:53:12",139.6
"2019-05-10 03:08:04",139.4
"2019-05-10 03:22:56",140
"2019-05-10 03:37:48",140.3
"2019-05-10 03:52:39",140.3
"2019-05-10 04:07:28",140.2
"2019-05-10 04:22:17",140
"2019-05-10 04:37:08",140.3
"2019-05-10 04:51:58",140.5
"2019-05-10 05:06:48",140.5
"2019-05-10 05:21:38",140.3
"2019-05-10 05:36:28",139.3
"2019-05-10 05:51:18",138.4
"2019-05-10 06:06:09",135.4
"2019-05-10 06:21:02",135.2
"2019-05-10 06:35:44",135
"2019-05-10 07:08:21",134.9
"2019-05-10 07:23:17",134.8
"2019-05-10 07:38:02",135
"2019-05-10 07:52:52",135
"2019-05-10 08:07:42",134.9
"2019-05-10 08:22:31",135.1
"2019-05-10 08:37:24",137.4
"2019-05-10 08:52:13",138.7
"2019-05-10 09:36:43",140.2
"2019-05-10 09:51:35",140.4
"2019-05-10 10:06:35",140.1
"2019-05-10 10:21:18",140.1
"2019-05-10 10:36:04",138.8
"2019-05-10 10:50:53",137.4
"2019-05-10 11:05:04",138.2
"2019-05-10 11:19:53",140.4
"2019-05-10 11:34:46",140.5
"2019-05-10 11:49:35",140.5
"2019-05-10 12:04:21",140.4
"2019-05-10 12:19:41",140.3
"2019-05-10 12:33:10",139.7
"2019-05-10 12:47:45",140
"2019-05-10 13:02:37",139.3
"2019-05-10 13:17:27",139
"2019-05-10 13:32:16",138.8
"2019-05-10 13:47:06",138.4
"2019-05-10 14:01:58",139.9
"2019-05-10 14:16:46",140.4
"2019-05-10 14:31:38",140.3
"2019-05-10 14:46:27",139.9
"2019-05-10 15:33:53",139.1
"2019-05-10 15:48:42",138.7
"2019-05-10 16:03:33",138.2
"2019-05-10 16:18:23",139.6
"2019-05-10 16:33:13",140.4
"2019-05-10 16:48:04",140.3
"2019-05-10 17:02:55",140
"2019-05-10 17:17:51",139.1
"2019-05-10 17:32:36",138.4
"2019-05-10 17:47:28",135.4
"2019-05-10 17:59:28",137.3
"2019-05-10 18:14:16",138
"2019-05-10 18:29:04",137.9
"2019-05-10 18:43:54",139.4
"2019-05-10 18:58:44",139.7
"2019-05-10 19:13:33",139.6
"2019-05-10 19:28:23",139.2
"2019-05-10 19:43:14",136.9
"2019-05-10 19:58:05",136.4
"2019-05-10 20:12:57",136.9
"2019-05-10 20:27:46",137.5
"2019-05-10 20:42:38",138.5
"2019-05-10 20:57:27",139.8
"2019-05-10 21:12:20",140
"2019-05-10 21:27:12",140
"2019-05-10 21:42:03",139.7
"2019-05-10 22:29:21",140
"2019-05-10 22:44:11",139.8
"2019-05-10 22:59:01",138.9
"2019-05-10 23:13:51",140.2
"2019-05-10 23:28:41",140.4
"2019-05-10 23:43:29",140.2
"2019-05-10 23:57:26",138.2
"2019-05-11 00:12:18",139.7
"2019-05-11 00:27:07",139.7
"2019-05-11 00:41:57",139.5
"2019-05-11 00:56:45",139
"2019-05-11 01:11:37",137.2
"2019-05-11 01:26:27",139.7
"2019-05-11 01:41:19",139.8
"2019-05-11 01:56:09",139.7
"2019-05-11 02:09:32",138.7
"2019-05-11 02:24:21",137.4
"2019-05-11 02:39:12",139.5
"2019-05-11 02:54:03",139.6
"2019-05-11 03:08:57",139.2
"2019-05-11 03:22:12",137.8
"2019-05-11 03:37:04",138.5
"2019-05-11 03:51:53",139.6
"2019-05-11 04:06:42",139.5
"2019-05-11 04:21:37",138.9
"2019-05-11 04:34:50",136.9
"2019-05-11 04:49:38",139.2
"2019-05-11 05:04:26",139.7
"2019-05-11 05:19:16",139.6
"2019-05-11 05:34:06",138.5
"2019-05-11 05:48:54",137.9
"2019-05-11 06:03:43",138.9
"2019-05-11 06:18:34",140
"2019-05-11 06:33:23",140
"2019-05-11 06:48:14",139
"2019-05-11 07:03:05",139.2
"2019-05-11 07:17:54",139.1
"2019-05-11 07:32:45",139.1
"2019-05-11 07:47:33",138.9
"2019-05-11 08:02:25",138.9
"2019-05-11 08:14:20",136.1
"2019-05-11 08:29:09",134.5
"2019-05-11 08:44:03",134.4
"2019-05-11 08:58:51",135.6
"2019-05-11 09:13:43",137.1
"2019-05-11 09:28:34",137.3
"2019-05-11 10:13:05",136.8
"2019-05-11 10:27:52",135
"2019-05-11 10:42:43",134.3
"2019-05-11 10:57:33",134.3
"2019-05-11 11:36:07",134.4
"2019-05-11 11:50:58",134.4
"2019-05-11 12:05:48",134.3
"2019-05-11 12:20:39",135.1
"2019-05-11 12:35:28",136.2
"2019-05-11 12:50:17",139.1
"2019-05-11 13:05:11",139.6
"2019-05-11 13:19:56",139.6
"2019-05-11 13:34:45",139.5
"2019-05-11 13:49:33",139.7
"2019-05-11 14:04:29",140.4
"2019-05-11 14:19:16",140.4
"2019-05-11 14:34:06",140.3
"2019-05-11 14:48:56",139.6
"2019-05-11 15:03:48",138.6
"2019-05-11 15:18:37",139.8
"2019-05-11 15:33:27",139.9
"2019-05-11 15:48:20",139.8
"2019-05-11 16:03:06",139.9
"2019-05-11 16:17:56",139.5
"2019-05-11 16:32:48",138.3
"2019-05-11 16:47:35",137.8
"2019-05-11 17:00:47",139.5
"2019-05-11 17:15:38",139.7
"2019-05-11 17:30:29",139.2
"2019-05-11 17:45:17",139.4
"2019-05-11 18:00:06",139.5
"2019-05-11 18:14:55",138.1
"2019-05-11 18:29:50",137.6
"2019-05-11 18:43:15",139.7
"2019-05-11 18:58:04",140.1
"2019-05-11 19:12:54",139.6
"2019-05-11 19:27:45",139.9
"2019-05-11 19:42:32",139.3
"2019-05-11 19:57:22",137.6
"2019-05-11 20:10:10",137.3
"2019-05-11 20:24:58",139.5
"2019-05-11 20:39:48",136.9
"2019-05-11 20:52:39",134.8
"2019-05-11 21:05:45",136.4
"2019-05-11 21:20:37",135.6
"2019-05-11 21:35:29",137.9
"2019-05-11 21:50:19",139.7
"2019-05-11 22:05:09",139.6
"2019-05-11 22:19:58",139.5
"2019-05-11 22:34:49",138.2
"2019-05-11 22:49:40",139.6
"2019-05-11 23:04:30",140.1
"2019-05-11 23:19:22",140
"2019-05-11 23:34:30",140
"2019-05-11 23:48:50",137.7
