"Time","10-11 Riser Return","10-11 Riser Supply"
"2019-05-11 19:37:07",88.3
"2019-05-11 19:41:50",,94.6
"2019-05-11 19:43:08",88.1
"2019-05-11 19:48:18",,93.6
"2019-05-11 19:49:05",87.6
"2019-05-11 19:53:44",,92.7
"2019-05-11 19:54:59",87.5
"2019-05-11 19:59:41",,91.8
"2019-05-11 20:00:59",87.5
"2019-05-11 20:05:40",,91
"2019-05-11 20:06:47",,94.1
"2019-05-11 20:07:05",87.7
"2019-05-11 20:10:21",,97.3
"2019-05-11 20:12:50",88.1
"2019-05-11 20:16:18",,97.3
"2019-05-11 20:18:48",88.7
"2019-05-11 20:22:16",,97.9
"2019-05-11 20:23:58",,101.5
"2019-05-11 20:24:44",89
"2019-05-11 20:27:10",,105.9
"2019-05-11 20:30:40",89.1
"2019-05-11 20:31:57",,109.3
"2019-05-11 20:36:37",89.4
"2019-05-11 20:37:54",,111.9
"2019-05-11 20:42:34",89.7
"2019-05-11 20:43:51",,112.6
"2019-05-11 20:48:30",89.7
"2019-05-11 20:49:54",,111.3
"2019-05-11 20:54:30",89.4
"2019-05-11 20:55:42",,109.9
"2019-05-11 21:00:28",89
"2019-05-11 21:01:40",,108.1
"2019-05-11 21:06:24",88.6
"2019-05-11 21:07:39",,106.4
"2019-05-11 21:12:17",88.4
"2019-05-11 21:13:43",,104.8
"2019-05-11 21:18:13",88.2
"2019-05-11 21:19:33",,104
"2019-05-11 21:24:08",88.1
"2019-05-11 21:25:29",,103.3
"2019-05-11 21:30:06",87.9
"2019-05-11 21:31:31",,101.9
"2019-05-11 21:36:02",87.9
"2019-05-11 21:37:23",,100.7
"2019-05-11 21:42:01",87.9
"2019-05-11 21:43:20",,99.7
"2019-05-11 21:47:57",88.1
"2019-05-11 21:49:50",,98.6
"2019-05-11 21:53:59",88.3
"2019-05-11 21:55:14",,97.3
"2019-05-11 21:59:44",88.4
"2019-05-11 22:01:12",,96
"2019-05-11 22:05:39",88.3
"2019-05-11 22:07:08",,94.8
"2019-05-11 22:11:36",87.8
"2019-05-11 22:13:04",,93.6
"2019-05-11 22:17:38",87.7
"2019-05-11 22:19:02",,92.4
"2019-05-11 22:23:30",87.6
"2019-05-11 22:25:07",,91.7
"2019-05-11 22:29:27",87
"2019-05-11 22:30:57",,90.8
"2019-05-11 22:35:25",86.4
"2019-05-11 22:36:55",,90.1
"2019-05-11 22:41:20",86.4
"2019-05-11 22:42:52",,89.2
"2019-05-11 22:47:17",86.8
"2019-05-11 22:48:49",,88.5
"2019-05-11 22:53:13",87
"2019-05-11 22:54:45",,87.8
"2019-05-11 22:59:09",87
"2019-05-11 23:00:43",,87.1
"2019-05-11 23:05:06",87
"2019-05-11 23:06:40",,86.4
"2019-05-11 23:11:01",87
"2019-05-11 23:12:36",,85.9
"2019-05-11 23:17:10",87.1
"2019-05-11 23:18:34",,85.2
"2019-05-11 23:23:00",87.4
"2019-05-11 23:24:31",,84.7
"2019-05-11 23:28:51",87.5
"2019-05-11 23:30:29",,84.1
"2019-05-11 23:34:48",87.5
"2019-05-11 23:36:26",,83.6
"2019-05-11 23:40:44",87.5
"2019-05-11 23:42:27",,83.1
"2019-05-11 23:46:45",87.2
"2019-05-11 23:48:20",,82.4
"2019-05-11 23:52:38",87.5
"2019-05-11 23:54:17",,81.9
"2019-05-11 23:58:42",87.6
