"Time","Water Heater 1 Inlet","Water Heater 1 Outlet"
"2019-05-08 23:35:13",133.7
"2019-05-09 00:57:37",134.7
"2019-05-09 01:34:56",,135.5
"2019-05-09 02:38:13",135.2
"2019-05-09 04:18:53",135
"2019-05-09 05:59:32",136.1
"2019-05-09 06:20:50",,136.1
"2019-05-09 08:06:53",135.3
"2019-05-09 09:47:40",134.8
"2019-05-09 11:28:29",136.1
"2019-05-09 11:33:43",,137.8
"2019-05-09 13:09:16",135.3
"2019-05-09 14:49:53",135.5
"2019-05-09 16:19:35",,136.9
"2019-05-09 16:30:35",133.8
"2019-05-09 17:22:13",,146.9
"2019-05-09 18:23:05",134.4
"2019-05-09 20:13:29",133.1
"2019-05-09 20:56:20",136.8
"2019-05-09 21:10:46",,139.8
"2019-05-09 21:15:52",136.2
"2019-05-09 22:27:02",123.9
"2019-05-10 00:31:23",135.6
"2019-05-10 02:12:05",135.5
"2019-05-10 02:41:39",,136.8
"2019-05-10 03:52:49",133.7
"2019-05-10 05:33:45",134.1
"2019-05-10 07:31:58",123.4
"2019-05-10 07:48:26",,136.8
"2019-05-10 09:12:37",137.7
"2019-05-10 10:53:15",131.1
"2019-05-10 12:34:00",135.4
"2019-05-10 13:04:05",,135.2
"2019-05-10 14:14:43",136
"2019-05-10 16:19:09",132.1
"2019-05-10 16:57:42",,130.7
"2019-05-10 17:59:51",130.1
"2019-05-10 19:21:53",,135.2
"2019-05-10 19:29:09",135.2
"2019-05-10 20:29:50",140.1
"2019-05-10 22:15:59",136.4
"2019-05-10 23:06:03",134.2
"2019-05-10 23:42:42",134.4
"2019-05-10 23:47:46",,135.4
"2019-05-11 01:10:34",136.4
"2019-05-11 02:51:07",134.9
"2019-05-11 04:31:45",134.3
"2019-05-11 04:33:43",,134.5
"2019-05-11 06:12:29",136.7
"2019-05-11 07:53:10",136.3
"2019-05-11 09:19:38",,135.4
"2019-05-11 09:33:54",130.4
"2019-05-11 11:56:02",127.1
"2019-05-11 13:36:39",135.3
"2019-05-11 15:02:09",,137.7
"2019-05-11 15:17:32",137.1
"2019-05-11 16:58:06",135.6
"2019-05-11 17:35:08",,142.1
"2019-05-11 18:38:42",136.2
"2019-05-11 19:16:32",132.4
"2019-05-11 19:32:34",,141.3
"2019-05-11 20:04:26",132.2
"2019-05-11 20:22:50",135.5
"2019-05-11 20:53:19",129.7
"2019-05-11 22:07:10",136.3
"2019-05-11 23:47:54",136.4
