"Time","01-01 Riser Return","01 Riser Return"
"2019-04-25 06:06:32",,97.6
"2019-04-25 06:22:24",89.4
"2019-04-25 06:42:19",,96.2
"2019-04-25 06:43:24",89.6
"2019-04-25 07:04:12",90.4
"2019-04-25 07:18:06",,97.1
"2019-04-25 07:25:07",89.3
"2019-04-25 07:45:53",89.6
"2019-04-25 07:52:32",,96.3
"2019-04-25 08:06:49",90.1
"2019-04-25 08:27:35",90.9
"2019-04-25 08:27:37",,98.4
"2019-04-25 08:48:25",90.5
"2019-04-25 09:00:16",,97.7
"2019-04-25 09:09:15",90.4
"2019-04-25 09:30:05",90.3
"2019-04-25 09:36:05",,97.7
"2019-04-25 09:51:03",91
"2019-04-25 10:11:53",90.9
"2019-04-25 10:11:57",,98
"2019-04-25 10:32:45",88.6
"2019-04-25 10:47:47",,95.2
"2019-04-25 10:53:34",88.4
"2019-04-25 11:14:24",88.6
"2019-04-25 11:23:36",,95
"2019-04-25 11:35:15",88.9
"2019-04-25 11:56:10",90.8
"2019-04-25 11:59:30",,97.4
"2019-04-25 12:16:56",91.5
"2019-04-25 12:33:50",,99.8
"2019-04-25 12:37:12",92.2
"2019-04-25 12:58:03",90.7
"2019-04-25 13:09:26",,97.9
"2019-04-25 13:19:03",90.5
"2019-04-25 13:39:47",91
"2019-04-25 13:45:23",,98.1
"2019-04-25 14:00:38",91.2
"2019-04-25 14:21:04",,98.8
"2019-04-25 14:21:27",91.8
"2019-04-25 14:42:17",91.5
"2019-04-25 14:56:55",,98.1
"2019-04-25 15:03:10",90
"2019-04-25 15:24:00",89.9
"2019-04-25 15:32:46",,97.1
"2019-04-25 15:44:49",91.2
"2019-04-25 16:05:39",92.3
"2019-04-25 16:08:35",,99.7
"2019-04-25 16:26:38",91.4
"2019-04-25 16:44:25",,97.9
"2019-04-25 16:47:26",90.3
"2019-04-25 17:08:17",90.5
"2019-04-25 17:20:14",,97.9
"2019-04-25 17:29:08",91.9
"2019-04-25 17:46:55",91.5
"2019-04-25 17:56:07",,99.9
"2019-04-25 18:07:29",92.7
"2019-04-25 18:28:20",92.5
"2019-04-25 18:31:53",,100.5
"2019-04-25 18:49:13",92.2
"2019-04-25 19:08:00",,98.6
"2019-04-25 19:09:57",90.2
"2019-04-25 19:30:48",89.3
"2019-04-25 19:43:32",,96
"2019-04-25 19:51:34",89.6
"2019-04-25 20:12:28",91.1
"2019-04-25 20:19:21",,98.2
"2019-04-25 20:33:20",91.7
"2019-04-25 20:54:11",91
"2019-04-25 20:55:10",,98.5
"2019-04-25 21:15:00",90.7
"2019-04-25 21:31:01",,97.3
"2019-04-25 21:35:55",90.4
"2019-04-25 21:56:48",90.8
"2019-04-25 22:06:41",,97.7
"2019-04-25 22:17:35",90.9
"2019-04-25 22:38:25",91.2
"2019-04-25 22:42:35",,98.1
"2019-04-25 22:59:15",89.8
"2019-04-25 23:18:17",,96
"2019-04-25 23:20:03",89
"2019-04-25 23:41:04",89.3
"2019-04-25 23:54:06",,96.1
"2019-04-26 00:01:45",90.2
"2019-04-26 00:22:38",91.6
"2019-04-26 00:29:54",,98.6
"2019-04-26 00:43:28",91
"2019-04-26 01:04:34",91.1
"2019-04-26 01:05:45",,98
"2019-04-26 01:24:53",91.6
"2019-04-26 01:41:33",,97.6
"2019-04-26 01:45:33",88.9
"2019-04-26 02:06:24",88.9
"2019-04-26 02:17:19",,95.5
